employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
3384,Operations,region_13,Bachelor's,f,sourcing,1,38,3,4,1,0,56
61771,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,30,3,9,0,0,50
51543,Procurement,region_22,Master's & above,f,other,1,41,2,9,0,0,70
30698,Sales & Marketing,region_31,,m,other,1,24,4,2,1,0,54
9557,Sales & Marketing,region_30,Bachelor's,m,other,1,27,,1,0,0,50
76809,Operations,region_7,Bachelor's,m,other,2,35,3,4,1,0,58
9403,Sales & Marketing,region_31,Bachelor's,m,other,1,34,1,4,0,0,51
77519,Operations,region_33,Master's & above,m,sourcing,1,45,4,16,0,0,56
58882,Technology,region_25,Bachelor's,f,other,1,27,,1,0,0,77
31393,Technology,region_2,Master's & above,m,other,1,58,2,17,0,0,82
16089,Analytics,region_26,Bachelor's,m,other,1,52,3,3,0,0,80
67997,Operations,region_26,Bachelor's,f,sourcing,1,40,4,7,0,0,64
71317,Analytics,region_15,Bachelor's,m,other,1,45,4,3,0,0,81
1256,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,30,1,2,0,0,51
62499,Operations,region_2,,f,other,1,33,3,9,0,0,58
69177,Sales & Marketing,region_29,Bachelor's,m,other,1,31,4,5,0,0,47
64113,Legal,region_32,Bachelor's,m,other,1,33,3,4,0,0,63
3519,Operations,region_2,Bachelor's,f,other,1,30,3,3,1,0,61
17903,Procurement,region_7,Bachelor's,m,sourcing,1,40,5,7,1,0,68
21062,Procurement,region_14,Bachelor's,m,other,2,29,3,3,0,0,71
46160,Sales & Marketing,region_2,Master's & above,m,other,1,59,2,17,0,0,51
75498,Sales & Marketing,region_2,Bachelor's,m,referred,1,42,3,11,1,0,47
5686,Procurement,region_31,Master's & above,m,sourcing,1,33,3,7,0,0,62
33254,HR,region_22,Bachelor's,f,other,2,28,3,2,1,0,47
24621,Sales & Marketing,region_4,Master's & above,f,other,1,35,3,10,1,0,52
8997,Finance,region_2,Bachelor's,m,other,1,24,4,2,1,0,57
3263,Operations,region_11,Bachelor's,m,other,1,27,3,8,0,0,60
5850,Sales & Marketing,region_2,Bachelor's,m,referred,1,30,2,2,1,0,51
23132,Operations,region_22,Bachelor's,m,sourcing,1,29,3,6,0,0,63
50547,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,44,4,18,0,0,50
73536,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,38,3,8,0,0,50
24643,Operations,region_22,Bachelor's,f,other,2,32,3,2,0,0,72
50457,Operations,region_22,Master's & above,f,referred,2,33,4,9,1,0,59
13719,Procurement,region_10,Master's & above,f,sourcing,1,38,5,8,1,0,66
4932,Sales & Marketing,region_7,Bachelor's,f,other,1,60,1,5,1,0,50
75374,Sales & Marketing,region_31,Bachelor's,m,other,3,25,,1,0,0,48
14144,Sales & Marketing,region_5,Bachelor's,m,other,1,24,,1,0,0,63
36080,Sales & Marketing,region_25,Master's & above,m,other,1,39,3,11,0,0,53
48616,HR,region_32,Bachelor's,f,sourcing,1,30,4,5,0,0,50
45017,Sales & Marketing,region_4,Bachelor's,m,other,1,40,4,2,0,0,50
46296,Sales & Marketing,region_22,Bachelor's,m,other,1,31,5,2,1,0,54
60532,Sales & Marketing,region_2,Master's & above,m,sourcing,1,54,3,3,0,0,51
55753,R&D,region_32,Master's & above,m,sourcing,1,30,1,3,0,0,86
57319,Analytics,region_22,Bachelor's,m,sourcing,3,27,5,3,0,0,84
32818,Sales & Marketing,region_8,Bachelor's,m,sourcing,2,26,,1,0,0,49
20948,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,36,2,7,0,0,52
73033,Technology,region_2,Bachelor's,m,other,1,35,2,9,0,0,80
54305,Sales & Marketing,region_7,,m,other,1,29,3,2,1,0,50
48490,Technology,region_22,Master's & above,f,sourcing,1,52,3,4,0,0,80
23873,Sales & Marketing,region_22,,m,other,1,26,1,5,0,0,47
19685,Operations,region_20,Master's & above,m,other,1,38,5,2,1,0,58
18143,Technology,region_5,Bachelor's,m,other,1,31,5,5,0,0,83
7138,Operations,region_13,Master's & above,m,sourcing,1,36,5,8,1,0,58
57467,Operations,region_14,Master's & above,m,other,1,38,1,10,0,0,56
65339,Technology,region_22,Bachelor's,m,other,1,38,4,7,0,0,78
59095,Sales & Marketing,region_29,Bachelor's,m,other,1,26,1,2,1,0,50
28943,Operations,region_12,Bachelor's,f,sourcing,1,33,3,5,1,0,58
21282,Operations,region_20,Bachelor's,f,other,1,28,5,4,1,0,60
27259,Operations,region_22,Bachelor's,m,other,1,37,5,5,0,0,63
22350,Procurement,region_10,Master's & above,f,other,1,34,4,3,1,0,70
58023,Sales & Marketing,region_15,Master's & above,m,sourcing,1,35,5,4,0,0,52
75447,Operations,region_2,Master's & above,f,referred,1,43,4,10,0,0,59
33161,Technology,region_12,Bachelor's,m,other,1,28,3,3,0,0,79
37258,Analytics,region_12,Bachelor's,m,other,1,31,5,3,1,1,90
47659,Procurement,region_2,Master's & above,m,other,1,30,3,4,0,0,69
54796,Procurement,region_24,Bachelor's,f,other,1,31,3,6,1,0,69
10068,Sales & Marketing,region_2,Master's & above,f,sourcing,1,42,3,4,0,0,48
11885,Finance,region_28,Master's & above,m,other,1,35,4,3,0,0,54
12697,Sales & Marketing,region_27,Master's & above,m,other,1,39,1,10,0,0,49
47295,Procurement,region_2,Bachelor's,m,other,3,31,3,3,0,0,70
2090,Operations,region_15,Bachelor's,f,sourcing,1,33,2,6,0,0,62
68956,Procurement,region_26,Bachelor's,m,other,1,30,,1,0,0,70
72138,Procurement,region_7,Master's & above,f,other,1,34,3,6,1,0,71
67207,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,37,5,7,1,0,49
41296,Operations,region_7,Bachelor's,f,sourcing,1,35,5,6,1,0,56
56321,Operations,region_26,Bachelor's,m,sourcing,1,32,3,7,0,0,61
9544,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,29,2,5,0,0,51
9143,Technology,region_5,Master's & above,m,sourcing,1,45,3,22,0,0,76
69554,Procurement,region_5,Bachelor's,f,sourcing,1,32,2,4,1,0,69
25828,Operations,region_2,Master's & above,f,sourcing,1,37,1,2,0,0,65
38537,Technology,region_27,Bachelor's,m,sourcing,3,26,3,2,0,0,85
67371,HR,region_23,Bachelor's,m,other,1,35,5,7,1,0,53
61140,Sales & Marketing,region_19,Bachelor's,f,sourcing,1,37,4,4,0,0,44
56011,Finance,region_2,Bachelor's,f,sourcing,1,28,5,4,1,0,61
24869,Analytics,region_28,,m,sourcing,1,34,3,2,0,0,85
20275,Operations,region_17,Bachelor's,f,other,1,32,3,5,0,0,63
8946,HR,region_2,Bachelor's,f,other,1,52,1,11,0,0,55
11096,Finance,region_2,,m,other,1,27,3,5,0,0,59
75219,Procurement,region_31,Master's & above,m,other,1,42,5,7,1,0,68
3005,Sales & Marketing,region_7,Bachelor's,f,other,1,31,4,4,0,0,51
69706,Sales & Marketing,region_31,Bachelor's,m,other,1,40,1,3,0,0,56
46956,Technology,region_25,Master's & above,m,sourcing,1,35,3,7,0,0,82
20490,Procurement,region_22,Bachelor's,m,sourcing,2,28,2,6,0,0,68
6618,Sales & Marketing,region_28,Master's & above,m,other,1,29,3,2,0,0,48
25881,Finance,region_4,Bachelor's,m,sourcing,1,29,,1,1,0,55
35821,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,45,3,16,0,0,51
58011,Operations,region_22,Bachelor's,m,other,1,42,4,3,1,0,87
76690,Sales & Marketing,region_22,Bachelor's,m,other,2,30,2,2,0,0,50
65585,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,29,1,4,0,0,44
36420,Procurement,region_22,Bachelor's,m,sourcing,1,28,,1,1,0,72
5742,Sales & Marketing,region_4,Bachelor's,m,other,1,27,,1,0,0,49
73511,Operations,region_22,Bachelor's,m,other,2,34,5,10,0,0,62
27110,Sales & Marketing,region_30,Bachelor's,m,other,1,43,4,11,0,0,48
37446,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,51,4,3,1,0,66
2991,Operations,region_4,Master's & above,f,other,1,45,4,18,1,0,59
53901,Operations,region_3,Bachelor's,m,other,1,27,5,3,0,0,59
39494,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,50,3,7,0,0,48
27521,Sales & Marketing,region_2,Bachelor's,m,other,1,59,4,16,0,0,51
54838,Technology,region_2,Bachelor's,m,sourcing,1,34,2,7,0,1,77
64847,Sales & Marketing,region_21,Bachelor's,m,other,1,24,1,2,0,0,56
24534,Procurement,region_10,Master's & above,f,sourcing,1,32,4,2,0,0,71
17099,Technology,region_2,Bachelor's,m,referred,2,30,4,3,0,0,82
77569,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,25,,1,0,0,51
24092,Operations,region_31,Bachelor's,m,sourcing,1,40,4,11,1,0,58
65995,Procurement,region_1,Bachelor's,f,sourcing,1,32,4,4,0,0,72
4326,Procurement,region_16,Bachelor's,m,sourcing,1,35,3,3,1,0,74
75192,Sales & Marketing,region_2,Master's & above,m,sourcing,1,54,4,11,0,0,50
60129,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,36,2,10,0,0,52
28299,Procurement,region_8,Bachelor's,f,sourcing,1,32,5,6,1,0,70
71276,Sales & Marketing,region_28,Master's & above,m,sourcing,2,33,1,5,0,0,49
74039,Operations,region_27,Bachelor's,m,sourcing,1,28,,1,0,0,59
10515,Sales & Marketing,region_27,Bachelor's,m,other,1,29,4,8,1,0,49
32256,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,5,2,1,0,51
58163,Sales & Marketing,region_2,Master's & above,f,sourcing,2,51,4,8,0,0,51
48479,Sales & Marketing,region_24,Bachelor's,m,other,1,35,1,8,0,0,48
61403,Procurement,region_13,Bachelor's,f,other,1,26,1,3,0,0,69
2301,Operations,region_2,Master's & above,m,other,1,38,1,8,0,0,58
25129,Technology,region_1,Master's & above,f,sourcing,1,40,5,13,1,0,75
57377,Operations,region_2,Master's & above,f,other,1,60,1,17,0,0,62
50534,Operations,region_26,Bachelor's,f,other,1,31,3,5,1,0,60
17331,R&D,region_4,Master's & above,m,sourcing,1,36,4,8,1,0,84
19825,Technology,region_7,Bachelor's,m,other,1,37,4,4,1,0,85
2934,Analytics,region_2,Master's & above,f,sourcing,1,36,4,4,0,0,88
13377,Analytics,region_15,Bachelor's,m,other,2,37,3,5,1,0,85
65051,Technology,region_7,Master's & above,f,sourcing,1,42,2,7,0,0,84
34528,Procurement,region_13,Bachelor's,f,sourcing,2,28,,1,0,0,69
71762,Sales & Marketing,region_32,,m,sourcing,1,28,,1,0,0,51
41819,Analytics,region_27,Bachelor's,m,sourcing,1,35,4,10,0,0,84
27958,Procurement,region_7,Master's & above,f,sourcing,1,33,1,2,0,0,69
11276,Sales & Marketing,region_2,Bachelor's,m,other,2,29,2,4,0,0,52
32858,Finance,region_30,Bachelor's,m,sourcing,2,27,,1,0,0,57
54701,Sales & Marketing,region_23,Master's & above,f,other,2,34,3,10,0,0,55
50798,Analytics,region_26,Bachelor's,m,other,2,28,,1,1,1,80
20758,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,25,3,2,0,0,53
71882,Operations,region_26,Master's & above,f,sourcing,1,46,5,16,0,0,60
27078,Technology,region_27,Bachelor's,m,sourcing,1,29,3,2,0,0,81
63542,Sales & Marketing,region_2,Master's & above,f,other,1,40,3,8,0,0,51
71106,Sales & Marketing,region_13,Bachelor's,m,other,1,34,4,5,0,0,51
37741,Analytics,region_7,Bachelor's,m,other,2,33,3,6,0,0,86
12314,Procurement,region_8,Master's & above,f,other,1,33,3,4,1,0,67
56338,Analytics,region_7,Bachelor's,f,sourcing,1,29,4,2,1,0,84
24687,Sales & Marketing,region_22,Master's & above,f,other,1,31,,1,0,0,54
37908,Operations,region_32,Master's & above,f,other,1,38,5,10,0,0,61
5479,Analytics,region_20,Bachelor's,m,other,1,27,3,2,1,0,87
38678,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,42,3,2,0,0,51
68595,Sales & Marketing,region_19,Bachelor's,m,sourcing,2,28,3,7,1,0,51
21676,Operations,region_16,Master's & above,f,other,1,51,4,3,1,0,64
55638,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,33,3,3,0,0,52
22120,Finance,region_22,Bachelor's,m,sourcing,3,35,3,9,0,0,60
40913,Technology,region_17,Bachelor's,f,other,1,30,3,3,1,0,77
62610,HR,region_32,Bachelor's,m,other,1,32,5,2,0,0,53
46429,Technology,region_7,Master's & above,f,other,1,47,3,18,0,0,78
40907,Procurement,region_7,Master's & above,m,sourcing,1,44,3,4,1,0,73
72114,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,43,1,5,0,0,50
71832,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,38,1,15,0,0,50
31790,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,37,3,10,0,0,51
19437,Analytics,region_22,Bachelor's,m,sourcing,2,28,5,5,0,0,83
9006,R&D,region_13,Master's & above,m,other,2,37,5,4,0,0,90
34094,Technology,region_26,Bachelor's,m,other,1,40,4,5,0,0,78
28898,Sales & Marketing,region_6,Bachelor's,f,other,1,37,1,2,0,0,49
39771,HR,region_2,Bachelor's,m,other,1,34,1,9,0,0,53
17155,Procurement,region_2,Bachelor's,m,other,1,38,4,7,1,0,67
60472,Procurement,region_11,Bachelor's,m,other,1,32,3,3,0,0,73
38870,Operations,region_5,Bachelor's,m,other,1,30,1,2,0,0,59
58038,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,28,1,2,0,0,51
62424,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,27,4,2,0,0,49
61960,Finance,region_22,Bachelor's,f,other,1,27,4,4,1,0,56
28570,Technology,region_16,Bachelor's,m,other,2,32,3,6,0,1,81
51967,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,43,1,11,0,0,48
69202,Sales & Marketing,region_26,Master's & above,m,sourcing,3,33,1,8,0,0,49
25033,Sales & Marketing,region_5,Bachelor's,m,other,1,31,2,4,0,0,47
44983,R&D,region_2,Master's & above,m,other,3,39,3,4,0,0,84
10486,Technology,region_27,Bachelor's,m,other,1,29,4,1,0,0,85
23425,Procurement,region_2,Bachelor's,f,other,1,24,,1,1,0,66
34799,Sales & Marketing,region_30,Bachelor's,m,other,1,40,3,4,0,0,53
55717,Technology,region_13,Bachelor's,m,sourcing,1,55,3,13,1,0,79
68653,Technology,region_23,Bachelor's,m,other,1,32,2,6,1,0,77
69305,R&D,region_27,Bachelor's,m,other,1,35,3,5,0,0,88
19210,Operations,region_15,Master's & above,f,sourcing,1,41,2,8,0,0,63
74378,Analytics,region_2,Bachelor's,m,other,1,38,2,7,0,0,84
73435,Legal,region_22,Bachelor's,m,sourcing,1,34,5,4,0,0,64
46200,Finance,region_2,Master's & above,m,sourcing,1,35,2,5,0,0,67
40327,Sales & Marketing,region_5,Master's & above,m,other,1,46,4,17,0,0,53
30770,Operations,region_2,Bachelor's,f,other,1,37,3,7,0,0,58
23988,Technology,region_26,Bachelor's,m,other,1,28,,1,1,0,82
41622,Operations,region_22,Bachelor's,f,sourcing,1,28,,1,0,0,53
57603,Procurement,region_22,Master's & above,m,sourcing,1,34,3,4,0,0,69
76209,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,27,,1,1,0,49
43656,Analytics,region_22,Bachelor's,f,other,1,31,5,9,1,0,85
32281,Operations,region_24,Bachelor's,m,sourcing,1,37,3,3,0,0,60
49091,Finance,region_2,Bachelor's,m,sourcing,1,46,3,12,0,0,63
10776,Procurement,region_22,Master's & above,m,sourcing,1,41,5,14,1,0,71
72997,Technology,region_26,Bachelor's,f,other,1,27,,1,0,0,82
20208,Procurement,region_2,Bachelor's,f,referred,1,37,4,9,0,0,71
58573,Sales & Marketing,region_13,Bachelor's,m,other,1,29,1,5,0,1,52
20863,Operations,region_2,Bachelor's,f,other,1,28,5,4,1,0,61
33194,Finance,region_4,Master's & above,m,sourcing,1,32,3,7,0,0,62
14556,Sales & Marketing,region_7,Master's & above,m,other,1,35,5,4,1,0,47
30235,Analytics,region_11,Master's & above,m,sourcing,1,39,3,9,1,0,88
15793,Operations,region_32,Bachelor's,m,other,1,35,3,8,1,0,62
51702,Technology,region_11,Master's & above,f,sourcing,1,33,4,1,0,0,83
32547,Sales & Marketing,region_22,,m,sourcing,1,26,3,2,0,0,51
35608,R&D,region_7,Bachelor's,m,sourcing,1,29,5,5,1,1,86
15918,Technology,region_7,Bachelor's,f,sourcing,3,29,5,2,1,0,81
14453,Sales & Marketing,region_2,Master's & above,f,other,1,39,1,11,0,0,50
19514,HR,region_15,Bachelor's,m,sourcing,1,30,3,9,0,0,53
8877,Technology,region_22,Bachelor's,m,other,3,28,3,3,0,0,82
36272,Procurement,region_10,Bachelor's,m,other,1,37,3,7,0,0,69
47781,Technology,region_1,Bachelor's,f,other,1,27,4,3,1,0,85
52628,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,40,1,4,0,0,52
57658,Operations,region_2,Bachelor's,f,other,1,38,5,5,1,0,63
53371,Sales & Marketing,region_7,Bachelor's,m,other,1,39,5,10,0,0,53
26943,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,35,1,2,0,0,51
41486,Procurement,region_7,Master's & above,m,sourcing,1,35,4,3,1,0,73
13171,Technology,region_2,Bachelor's,f,sourcing,1,34,4,3,0,0,80
62949,Procurement,region_23,Master's & above,f,other,2,40,3,11,0,0,69
43017,Technology,region_26,Bachelor's,m,other,1,49,3,4,0,0,80
2188,Procurement,region_2,Bachelor's,f,sourcing,1,46,3,15,0,0,71
77576,Operations,region_15,Bachelor's,m,other,1,40,4,5,0,0,60
19076,Finance,region_4,Bachelor's,f,sourcing,1,28,4,2,0,0,63
57840,Legal,region_7,Master's & above,m,other,1,54,5,18,0,0,94
77700,Operations,region_32,Master's & above,f,other,1,40,3,9,0,0,60
15824,Legal,region_26,Bachelor's,m,other,1,34,3,6,0,0,59
48371,Sales & Marketing,region_2,,m,other,1,32,3,8,0,0,50
74291,Analytics,region_2,Bachelor's,m,other,1,43,3,14,0,0,78
2539,Operations,region_26,Bachelor's,m,sourcing,1,29,3,2,0,0,54
18276,Sales & Marketing,region_2,Master's & above,m,other,2,52,3,3,0,0,58
44104,Operations,region_2,Bachelor's,f,sourcing,1,25,1,2,0,0,59
6729,HR,region_2,Master's & above,f,other,1,32,1,8,0,0,50
77787,Sales & Marketing,region_11,Master's & above,m,other,1,40,4,10,0,0,51
24384,Operations,region_27,Bachelor's,m,sourcing,1,27,4,4,1,0,57
61186,Procurement,region_22,Bachelor's,m,other,1,38,4,10,1,0,73
19831,Sales & Marketing,region_4,Master's & above,f,other,1,32,3,5,0,0,53
27911,Analytics,region_31,Bachelor's,m,other,1,31,3,4,0,0,84
52073,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,37,1,8,0,0,50
35218,Analytics,region_29,Bachelor's,f,other,1,27,,1,1,0,82
39466,Operations,region_22,Bachelor's,m,sourcing,2,30,3,4,1,0,63
49971,Analytics,region_32,Bachelor's,f,sourcing,1,32,5,5,0,0,83
28627,Sales & Marketing,region_2,Bachelor's,f,other,1,40,4,5,0,0,48
46228,Operations,region_4,Bachelor's,m,other,1,30,3,7,0,1,57
73206,Sales & Marketing,region_2,Bachelor's,m,other,2,41,3,9,0,0,47
30907,Sales & Marketing,region_28,Bachelor's,m,other,2,27,1,3,0,0,47
43774,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,32,4,4,0,0,44
69507,Procurement,region_20,Bachelor's,m,other,1,27,,1,1,0,69
58958,Finance,region_26,Bachelor's,m,sourcing,1,28,4,2,1,0,64
1987,Sales & Marketing,region_2,Bachelor's,m,other,1,36,5,4,1,0,44
63234,Procurement,region_27,Bachelor's,f,other,3,37,3,3,0,0,71
13825,Operations,region_22,Bachelor's,f,sourcing,1,24,5,2,0,0,55
23112,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,35,1,8,0,0,45
40470,Analytics,region_22,Master's & above,m,other,2,37,3,3,1,0,88
24075,Finance,region_2,Below Secondary,f,other,1,25,3,2,1,0,58
60929,Technology,region_2,Bachelor's,m,sourcing,1,51,3,6,1,0,82
35286,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,42,1,4,0,0,48
1300,Analytics,region_2,Bachelor's,m,sourcing,2,40,3,3,0,0,85
2412,Operations,region_2,Bachelor's,f,sourcing,1,53,5,5,1,0,62
45234,Legal,region_7,Bachelor's,m,sourcing,1,39,3,10,0,0,64
28460,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,38,3,7,1,1,51
24609,Procurement,region_7,Master's & above,m,other,2,51,3,24,0,0,69
17323,Sales & Marketing,region_11,,m,other,1,37,5,8,1,0,53
6091,Analytics,region_26,,m,sourcing,1,28,5,5,1,0,86
56844,Sales & Marketing,region_2,Master's & above,f,other,1,40,2,12,0,0,56
66287,Analytics,region_10,Master's & above,m,other,1,33,5,6,0,0,85
25182,Technology,region_23,Bachelor's,f,sourcing,2,28,2,2,0,0,78
44876,HR,region_17,Bachelor's,f,sourcing,1,33,5,6,1,0,48
33305,Operations,region_22,Bachelor's,f,sourcing,2,35,2,9,0,0,65
8475,Technology,region_11,Master's & above,m,other,1,33,4,5,0,0,78
58078,Operations,region_22,Master's & above,f,other,1,46,2,14,0,0,58
24539,Analytics,region_15,Bachelor's,f,sourcing,1,30,3,4,0,0,84
3402,Technology,region_2,Master's & above,f,sourcing,1,37,1,5,1,0,81
8942,Technology,region_17,Bachelor's,f,other,1,26,4,4,1,0,75
30579,Analytics,region_31,Bachelor's,m,other,1,38,2,10,1,0,83
11043,Analytics,region_7,Bachelor's,m,other,1,42,3,9,0,0,85
74162,Sales & Marketing,region_10,Bachelor's,m,other,1,33,5,3,1,0,51
25188,Operations,region_2,Bachelor's,m,other,3,39,3,11,1,0,57
8851,Procurement,region_31,Bachelor's,m,sourcing,1,28,3,5,0,0,69
1086,Sales & Marketing,region_2,Bachelor's,f,referred,1,31,5,2,0,0,52
10406,Technology,region_2,Below Secondary,f,other,1,20,,1,0,0,78
67161,HR,region_2,Bachelor's,f,sourcing,1,59,3,6,1,0,52
29010,Operations,region_32,Bachelor's,m,other,1,29,,1,0,0,62
71338,Sales & Marketing,region_7,Bachelor's,m,other,1,44,3,6,1,0,51
19499,Analytics,region_33,Bachelor's,m,other,2,30,3,6,0,0,87
21586,Procurement,region_2,Master's & above,f,sourcing,1,42,4,14,1,0,71
13194,Procurement,region_2,Bachelor's,f,other,1,33,4,5,1,0,69
44991,Technology,region_26,Bachelor's,f,other,1,33,2,8,0,0,79
26960,Finance,region_7,Bachelor's,f,sourcing,1,31,3,6,0,0,60
30840,Technology,region_2,Bachelor's,f,other,2,34,4,6,0,0,77
11764,Procurement,region_7,Master's & above,m,sourcing,1,49,5,14,1,0,70
54145,Operations,region_22,Bachelor's,f,other,1,28,5,4,1,0,60
14690,Procurement,region_2,Master's & above,m,sourcing,1,30,3,4,0,0,69
6094,HR,region_31,Bachelor's,m,other,1,30,5,5,0,0,52
13695,Sales & Marketing,region_1,Bachelor's,m,other,1,29,5,4,1,0,54
64255,Operations,region_2,Bachelor's,f,other,2,46,3,3,0,0,54
8797,Sales & Marketing,region_30,Bachelor's,m,other,1,26,,1,0,0,60
62120,Technology,region_31,Master's & above,f,other,1,31,3,3,0,0,81
46418,Legal,region_2,Bachelor's,m,other,1,43,3,10,0,0,55
50842,Sales & Marketing,region_2,,f,sourcing,1,30,4,4,0,0,49
51659,Procurement,region_2,Master's & above,m,sourcing,1,44,1,6,0,0,67
49061,Sales & Marketing,region_13,Master's & above,m,other,1,33,4,8,0,0,49
52787,Procurement,region_29,Bachelor's,f,sourcing,1,30,3,6,0,0,74
45756,Procurement,region_19,Bachelor's,m,other,1,41,5,4,1,0,73
8957,Sales & Marketing,region_34,Bachelor's,m,other,1,33,3,10,0,0,48
1934,R&D,region_22,Bachelor's,m,other,1,30,5,3,0,0,86
32083,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,31,3,8,0,0,48
38082,Operations,region_19,Bachelor's,m,sourcing,1,32,4,4,0,0,57
59624,Sales & Marketing,region_2,Bachelor's,f,other,1,40,3,10,0,0,49
60233,Operations,region_22,Bachelor's,m,other,1,37,4,7,0,0,58
65804,Procurement,region_22,Bachelor's,m,other,6,28,1,5,1,0,68
69067,Sales & Marketing,region_2,Bachelor's,m,other,1,32,3,7,0,0,46
29828,Sales & Marketing,region_11,Master's & above,m,sourcing,1,33,1,7,0,0,50
37120,Analytics,region_26,Bachelor's,m,sourcing,2,32,5,6,0,0,90
26584,Analytics,region_7,Bachelor's,m,other,1,29,3,5,1,0,81
47240,Legal,region_5,Bachelor's,m,sourcing,1,28,1,4,0,0,60
1662,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,24,2,2,0,0,52
61259,Operations,region_22,Bachelor's,f,other,1,43,5,7,1,0,60
55055,Technology,region_22,Bachelor's,f,other,1,25,2,4,0,0,80
70773,Operations,region_15,Master's & above,m,other,1,32,5,7,1,0,60
57681,Finance,region_27,Bachelor's,m,other,2,24,3,2,1,0,62
36081,Sales & Marketing,region_4,Bachelor's,m,other,1,36,3,9,0,0,51
68843,Technology,region_22,Bachelor's,m,sourcing,2,35,4,9,1,0,92
40567,HR,region_2,Master's & above,m,other,1,42,3,7,0,0,51
56396,Procurement,region_22,Bachelor's,m,sourcing,1,30,4,4,1,0,67
70021,Procurement,region_23,Master's & above,m,other,1,36,3,7,1,0,71
48144,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,32,3,5,1,0,52
61987,Technology,region_7,Master's & above,f,other,1,34,4,6,0,0,79
51402,Sales & Marketing,region_22,Bachelor's,m,other,1,24,,1,1,0,50
47792,Sales & Marketing,region_15,Bachelor's,m,other,1,27,,1,1,0,45
19648,Analytics,region_13,Bachelor's,m,sourcing,1,28,3,3,1,0,86
56113,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,34,4,3,0,0,48
66331,Operations,region_2,Master's & above,f,other,2,50,4,24,0,0,60
71849,Sales & Marketing,region_15,Master's & above,m,other,3,38,1,5,0,0,52
13430,Procurement,region_8,Bachelor's,m,other,1,29,1,2,0,0,72
55834,Operations,region_27,Bachelor's,f,other,1,33,4,4,0,0,58
56801,Operations,region_1,Bachelor's,m,sourcing,1,32,5,5,1,0,60
14069,Procurement,region_7,Bachelor's,m,other,1,31,3,6,1,0,65
63848,Analytics,region_32,Bachelor's,m,other,1,29,4,9,0,0,83
39893,Technology,region_15,Master's & above,f,other,1,32,3,3,0,0,83
29572,Operations,region_13,Bachelor's,f,sourcing,1,28,3,3,1,0,59
17289,Sales & Marketing,region_16,,m,other,1,38,1,4,0,0,49
50701,Operations,region_13,Master's & above,f,other,1,38,5,10,1,0,56
34572,Procurement,region_22,Master's & above,m,other,3,43,4,10,1,0,71
25554,Operations,region_2,Below Secondary,m,sourcing,3,25,5,2,1,0,61
68354,Operations,region_27,Bachelor's,m,sourcing,1,43,1,6,0,0,57
46619,Sales & Marketing,region_4,Bachelor's,m,other,1,44,1,3,0,0,53
34920,Sales & Marketing,region_1,Bachelor's,m,other,1,30,4,4,0,0,49
15127,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,35,1,9,0,0,48
5696,Technology,region_22,Master's & above,m,sourcing,1,45,5,11,1,0,84
70446,Legal,region_22,Bachelor's,m,referred,1,29,,1,0,0,58
50335,Sales & Marketing,region_2,Bachelor's,f,other,1,44,4,7,1,0,47
38955,Technology,region_7,Master's & above,m,sourcing,1,33,1,3,0,0,81
48710,Technology,region_2,Master's & above,f,other,1,32,5,2,1,0,78
7128,Sales & Marketing,region_28,Master's & above,m,sourcing,1,32,5,8,0,0,50
