employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
70590,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,33,1.0,4,1,0,49,0
37164,Procurement,region_13,Bachelor's,f,other,1,27,3.0,2,0,0,71,0
27749,Operations,region_16,Bachelor's,m,other,1,34,5.0,8,0,0,60,0
43126,Technology,region_16,Bachelor's,m,sourcing,1,32,5.0,5,1,0,79,0
16599,Procurement,region_2,Master's & above,f,other,1,47,5.0,15,0,0,66,0
61079,Technology,region_23,Bachelor's,f,other,1,29,3.0,2,0,0,78,0
31440,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,27,2.0,6,0,0,48,0
76612,Sales & Marketing,region_7,Bachelor's,m,other,1,47,5.0,5,0,0,51,0
15037,Operations,region_16,Bachelor's,m,other,1,41,4.0,14,1,0,59,0
73544,Analytics,region_32,Bachelor's,m,other,1,31,2.0,7,0,0,89,0
21857,Procurement,region_2,Bachelor's,f,other,1,50,1.0,19,1,0,68,0
50168,Procurement,region_2,Master's & above,m,other,1,45,2.0,7,0,0,71,0
15997,Technology,region_33,Bachelor's,m,sourcing,1,30,5.0,5,1,0,78,0
61767,HR,region_2,Bachelor's,f,sourcing,1,37,2.0,8,0,0,48,0
50927,Technology,region_22,Bachelor's,f,other,2,28,,1,0,0,79,0
70368,HR,region_20,Master's & above,m,other,1,36,5.0,3,1,0,49,0
19490,Technology,region_2,Bachelor's,m,other,1,28,3.0,4,0,0,80,0
29269,Analytics,region_31,Bachelor's,m,sourcing,1,32,1.0,7,0,0,90,0
43728,Sales & Marketing,region_15,,m,sourcing,1,27,,1,0,0,54,0
38102,Procurement,region_17,Master's & above,f,sourcing,1,39,2.0,8,1,0,92,1
78153,HR,region_31,Master's & above,m,sourcing,1,32,5.0,9,1,0,47,0
37029,Analytics,region_2,Master's & above,m,other,2,31,5.0,5,1,0,86,0
76131,Sales & Marketing,region_7,Bachelor's,m,other,1,41,5.0,5,1,0,51,0
17284,HR,region_28,Bachelor's,m,other,1,33,5.0,4,0,0,45,0
27006,Operations,region_19,Bachelor's,m,sourcing,1,25,4.0,2,0,0,62,0
30962,Operations,region_22,Bachelor's,m,sourcing,2,28,4.0,4,1,0,60,0
56955,Technology,region_22,Master's & above,m,sourcing,1,32,3.0,3,1,0,82,1
16393,Sales & Marketing,region_22,Master's & above,f,other,1,32,4.0,9,0,0,49,0
31317,Operations,region_2,Master's & above,m,other,1,53,3.0,4,0,0,66,0
72234,Sales & Marketing,region_2,Bachelor's,m,other,2,45,2.0,14,0,0,49,0
1325,Analytics,region_2,Master's & above,m,other,1,41,3.0,2,0,0,85,0
65892,Sales & Marketing,region_2,,m,other,3,31,1.0,3,0,0,51,0
73827,Operations,region_2,Bachelor's,m,sourcing,1,27,,1,1,0,61,1
73973,Technology,region_17,Bachelor's,m,other,1,31,3.0,3,1,0,81,1
37436,Operations,region_2,Master's & above,f,other,1,33,3.0,7,1,1,58,0
20977,Sales & Marketing,region_15,Bachelor's,m,other,1,27,5.0,2,0,0,54,0
60176,Procurement,region_15,Master's & above,f,other,1,34,5.0,8,1,0,67,0
74579,Operations,region_2,Below Secondary,m,other,2,26,,1,0,0,61,0
50656,Sales & Marketing,region_2,,f,other,1,23,2.0,2,0,0,50,0
63321,Procurement,region_7,Bachelor's,m,other,1,30,3.0,4,0,0,66,0
40137,Technology,region_2,Bachelor's,m,other,1,28,3.0,6,1,0,85,0
20489,Analytics,region_26,Bachelor's,m,other,1,32,4.0,4,0,0,85,0
23539,Procurement,region_7,Bachelor's,m,other,1,34,3.0,5,0,0,72,0
22591,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,28,3.0,5,0,0,53,0
28064,Operations,region_22,Master's & above,m,referred,2,37,5.0,8,1,0,64,0
69880,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,3.0,6,0,0,50,0
2437,Analytics,region_2,Master's & above,f,other,3,34,3.0,6,1,0,82,0
7516,Analytics,region_22,Bachelor's,m,referred,1,33,2.0,6,1,0,83,0
55671,Operations,region_22,Bachelor's,m,other,1,29,,1,0,0,75,1
12595,Sales & Marketing,region_34,Bachelor's,f,sourcing,1,27,1.0,2,0,0,50,0
60030,Finance,region_2,Below Secondary,f,sourcing,1,24,3.0,2,0,0,61,0
39461,Operations,region_26,Master's & above,f,sourcing,1,34,3.0,4,0,0,65,0
25899,Procurement,region_2,,f,other,1,35,3.0,9,0,0,70,0
12099,Procurement,region_22,Bachelor's,m,other,4,31,3.0,3,0,0,67,0
51303,Technology,region_23,Master's & above,f,sourcing,1,37,2.0,2,0,0,81,0
71740,Procurement,region_2,Bachelor's,f,sourcing,1,27,3.0,2,1,1,70,0
53595,Finance,region_13,Bachelor's,m,sourcing,1,28,,1,1,0,60,0
45120,Finance,region_19,Bachelor's,m,other,1,34,5.0,7,1,0,62,0
56457,Sales & Marketing,region_1,,m,sourcing,1,29,3.0,6,0,0,47,0
71976,Procurement,region_17,Master's & above,f,other,1,40,3.0,15,0,0,72,0
5019,Procurement,region_14,Bachelor's,f,sourcing,1,33,5.0,7,1,0,66,1
57602,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,44,5.0,11,0,0,46,0
10377,Sales & Marketing,region_22,,m,sourcing,1,26,4.0,2,1,0,53,0
14565,Operations,region_2,Bachelor's,f,other,1,38,5.0,5,0,0,58,0
44946,Sales & Marketing,region_7,Bachelor's,f,other,1,33,4.0,3,0,0,49,0
59120,Operations,region_23,Bachelor's,m,other,1,26,,1,0,0,57,0
67368,Operations,region_14,Bachelor's,m,other,1,35,3.0,7,0,0,63,0
5220,Analytics,region_32,Bachelor's,m,other,1,24,1.0,2,0,0,84,0
38358,Operations,region_23,Master's & above,m,other,1,45,3.0,4,1,0,59,1
57471,Sales & Marketing,region_15,Master's & above,m,other,1,39,3.0,10,0,0,51,0
53232,Technology,region_7,Master's & above,f,other,1,50,3.0,17,1,0,84,0
15018,Procurement,region_2,Bachelor's,f,other,2,30,1.0,8,1,0,67,0
18571,Operations,region_7,Bachelor's,m,other,1,26,,1,0,0,66,0
24520,Finance,region_32,Bachelor's,m,other,1,31,4.0,4,0,0,60,0
14752,Sales & Marketing,region_28,Master's & above,f,sourcing,1,33,5.0,6,1,0,50,0
7600,Technology,region_2,Master's & above,f,sourcing,1,55,3.0,7,1,0,78,0
45356,Procurement,region_13,Bachelor's,f,sourcing,1,30,3.0,5,0,0,66,0
43906,Analytics,region_29,Bachelor's,m,other,1,33,2.0,10,0,0,89,0
71888,Sales & Marketing,region_15,Bachelor's,f,other,1,28,4.0,1,0,0,54,0
37659,Procurement,region_2,Below Secondary,m,sourcing,2,23,,1,0,0,74,0
27438,Analytics,region_15,Bachelor's,m,sourcing,1,32,4.0,7,0,0,82,0
39851,HR,region_2,Master's & above,f,sourcing,1,39,3.0,10,0,0,47,0
21585,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,39,5.0,4,1,0,49,0
66564,Operations,region_2,Master's & above,f,other,1,45,3.0,14,1,0,60,0
27748,Operations,region_2,Bachelor's,m,sourcing,1,38,4.0,8,0,0,60,0
34317,Analytics,region_11,Bachelor's,m,other,1,48,3.0,14,1,0,85,0
19698,Sales & Marketing,region_12,Bachelor's,m,other,1,27,,1,0,1,48,0
44737,Procurement,region_2,Master's & above,f,sourcing,1,58,4.0,11,0,0,68,0
30992,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,5.0,4,0,0,46,0
41002,R&D,region_11,Bachelor's,m,sourcing,1,31,5.0,3,1,0,87,0
71651,Technology,region_22,Bachelor's,m,referred,2,29,,1,0,0,80,0
27251,Technology,region_7,Master's & above,m,sourcing,1,31,4.0,5,0,0,82,0
6676,Procurement,region_7,Bachelor's,m,other,1,28,5.0,4,1,0,71,0
45226,Operations,region_2,Bachelor's,m,other,1,45,5.0,10,1,0,65,0
69647,Sales & Marketing,region_15,Bachelor's,m,other,1,45,3.0,14,0,0,52,0
73533,Sales & Marketing,region_8,Bachelor's,m,other,1,33,1.0,5,1,0,51,0
30718,Analytics,region_28,Bachelor's,m,sourcing,1,31,4.0,8,0,0,86,0
51784,Operations,region_19,Bachelor's,m,sourcing,1,45,4.0,19,0,0,57,0
48078,Sales & Marketing,region_14,Bachelor's,m,other,1,29,,1,0,0,47,0
25081,Procurement,region_30,Bachelor's,f,sourcing,1,33,5.0,7,0,0,79,1
22659,Analytics,region_28,Bachelor's,m,other,2,27,,1,0,0,81,0
32580,Analytics,region_7,Master's & above,m,sourcing,1,43,4.0,4,0,0,85,0
6970,Procurement,region_4,Bachelor's,m,other,1,26,4.0,3,0,0,68,0
16003,Operations,region_22,Bachelor's,f,sourcing,1,37,5.0,8,1,0,61,0
46815,Operations,region_4,Bachelor's,m,sourcing,1,26,5.0,6,0,0,58,0
20393,Sales & Marketing,region_5,Bachelor's,m,other,1,31,4.0,4,0,0,51,0
76635,Sales & Marketing,region_22,Bachelor's,m,other,3,28,3.0,2,1,0,52,0
77672,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,45,1.0,15,0,0,46,0
62974,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,24,,1,0,0,52,0
42466,Operations,region_6,Bachelor's,f,other,2,33,3.0,3,0,0,58,0
40963,Technology,region_2,Bachelor's,m,other,1,53,5.0,25,1,0,78,0
48626,Sales & Marketing,region_7,Bachelor's,m,other,1,48,2.0,19,0,0,53,0
25137,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,31,2.0,7,0,0,46,0
50195,Sales & Marketing,region_14,,m,sourcing,1,23,1.0,2,0,0,53,0
69775,HR,region_23,Bachelor's,m,other,1,33,2.0,6,1,0,47,0
19775,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,27,2.0,5,0,0,52,0
26003,Finance,region_7,Bachelor's,m,other,1,32,3.0,9,1,0,58,0
3488,Procurement,region_25,Bachelor's,m,other,2,27,,1,0,0,68,0
9429,Sales & Marketing,region_7,Master's & above,m,sourcing,1,31,2.0,4,0,0,49,0
40077,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,26,3.0,2,1,0,54,0
7144,Technology,region_2,Bachelor's,f,other,1,40,3.0,9,1,0,76,0
25783,Operations,region_22,Bachelor's,f,sourcing,1,34,1.0,6,0,0,62,0
5050,Procurement,region_13,Bachelor's,m,sourcing,1,51,3.0,18,0,0,69,0
50726,Analytics,region_1,Bachelor's,m,other,1,28,5.0,1,1,0,85,0
32133,Operations,region_31,Master's & above,f,sourcing,1,37,5.0,10,1,0,58,0
65348,Sales & Marketing,region_2,Bachelor's,m,other,1,24,,1,0,0,51,0
1313,Analytics,region_7,Bachelor's,m,other,1,32,4.0,3,0,0,90,0
8497,Sales & Marketing,region_2,Bachelor's,m,other,1,33,3.0,10,0,0,48,0
17907,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,44,5.0,5,0,0,45,0
11623,Sales & Marketing,region_27,Master's & above,m,sourcing,1,38,1.0,7,1,1,49,0
42892,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,35,3.0,4,0,0,53,0
49747,Operations,region_15,,m,sourcing,2,37,4.0,3,0,0,59,0
35842,Analytics,region_2,Bachelor's,m,sourcing,1,29,4.0,7,0,0,87,0
11356,Analytics,region_31,Bachelor's,f,other,1,27,3.0,2,1,0,86,1
67176,Operations,region_22,Master's & above,m,sourcing,1,38,5.0,7,1,0,65,0
40449,Technology,region_13,Bachelor's,m,other,1,41,4.0,2,0,0,82,0
31299,R&D,region_19,Bachelor's,m,other,1,36,5.0,4,0,0,91,0
72224,Operations,region_22,Bachelor's,m,sourcing,1,38,1.0,4,0,0,61,0
15181,Sales & Marketing,region_32,Bachelor's,f,other,1,36,3.0,5,1,0,50,0
17726,Legal,region_7,Bachelor's,m,sourcing,1,35,4.0,7,1,0,61,0
17820,Sales & Marketing,region_13,Bachelor's,m,other,1,56,2.0,11,0,0,48,0
27775,Technology,region_7,Bachelor's,m,other,1,52,5.0,4,0,1,89,1
15797,Sales & Marketing,region_26,Bachelor's,m,other,1,48,1.0,16,0,0,47,0
5195,Operations,region_20,Bachelor's,f,sourcing,2,32,3.0,3,0,0,62,0
35467,Sales & Marketing,region_15,Master's & above,m,sourcing,2,29,3.0,3,1,0,48,0
2357,Sales & Marketing,region_7,Master's & above,m,sourcing,1,44,1.0,7,0,0,47,0
15133,Technology,region_28,Master's & above,m,other,1,32,3.0,3,0,0,78,0
14668,Sales & Marketing,region_2,Bachelor's,m,other,1,31,1.0,2,0,0,51,0
40477,Analytics,region_29,Bachelor's,m,other,1,30,4.0,5,0,0,87,0
9735,Finance,region_2,Bachelor's,m,other,1,37,5.0,10,0,0,58,0
12538,Operations,region_14,Bachelor's,m,other,1,35,5.0,10,1,0,59,1
59225,Operations,region_12,Bachelor's,f,other,1,39,5.0,10,1,0,60,0
30754,Operations,region_27,Bachelor's,f,other,1,36,3.0,10,0,0,63,0
23844,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,27,3.0,1,0,0,54,0
9259,Operations,region_22,Bachelor's,m,sourcing,1,25,,1,0,0,62,0
63135,Finance,region_25,Bachelor's,m,sourcing,2,32,3.0,5,1,1,61,0
18394,Operations,region_15,Master's & above,m,sourcing,1,48,5.0,15,1,0,56,0
20144,Operations,region_4,Master's & above,m,sourcing,2,33,2.0,7,0,0,57,0
60763,Procurement,region_2,Bachelor's,f,other,1,23,3.0,2,0,0,73,0
20216,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,30,4.0,6,1,0,52,0
55336,Operations,region_26,Bachelor's,m,other,2,29,3.0,2,0,0,55,0
42774,HR,region_7,Bachelor's,m,other,1,35,1.0,3,0,0,48,0
67707,HR,region_1,Bachelor's,f,other,1,29,5.0,5,1,0,47,0
41202,Technology,region_22,Bachelor's,m,other,2,30,4.0,4,0,0,80,0
46581,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,33,4.0,8,0,0,52,0
3001,Sales & Marketing,region_2,Bachelor's,m,other,1,36,3.0,2,1,0,46,0
9357,Technology,region_7,Master's & above,f,sourcing,1,33,4.0,3,0,0,74,0
12715,HR,region_2,Bachelor's,m,sourcing,1,49,4.0,8,0,0,52,0
23073,Sales & Marketing,region_15,Bachelor's,m,sourcing,3,31,3.0,5,0,0,53,0
74625,Procurement,region_2,Bachelor's,m,other,1,31,1.0,6,0,0,69,0
37342,Sales & Marketing,region_25,Master's & above,m,sourcing,1,41,5.0,3,1,0,50,0
61942,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,31,4.0,2,0,0,54,0
28222,HR,region_5,Master's & above,m,sourcing,1,35,3.0,10,0,0,49,0
71126,Analytics,region_23,Bachelor's,m,other,1,32,3.0,4,0,0,81,0
34679,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,38,2.0,4,0,0,50,0
14214,Operations,region_20,Bachelor's,f,sourcing,1,26,,1,1,0,58,0
78289,Sales & Marketing,region_6,Bachelor's,m,sourcing,2,30,,1,0,0,52,0
47431,Operations,region_22,Bachelor's,m,other,1,51,2.0,26,0,0,64,0
16722,Sales & Marketing,region_10,Master's & above,m,sourcing,3,36,3.0,3,0,0,48,0
12128,Analytics,region_22,Bachelor's,f,sourcing,2,27,,1,1,0,87,0
75602,Procurement,region_5,Bachelor's,m,other,1,29,3.0,2,0,0,69,0
55498,R&D,region_8,Bachelor's,m,other,1,27,3.0,4,1,0,87,0
58588,Sales & Marketing,region_2,Bachelor's,f,other,1,30,5.0,6,0,0,45,0
47842,Sales & Marketing,region_6,Bachelor's,m,other,2,29,3.0,2,0,0,46,0
77075,HR,region_11,Bachelor's,m,sourcing,1,28,3.0,2,1,0,49,0
53391,Analytics,region_2,Master's & above,m,sourcing,2,33,1.0,5,0,0,87,0
63510,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,26,1.0,2,1,0,51,0
29910,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,33,3.0,6,0,0,51,0
5619,Technology,region_22,Bachelor's,m,sourcing,1,52,3.0,19,0,0,82,0
71707,Finance,region_22,Bachelor's,m,other,2,30,5.0,12,1,0,58,0
55296,Technology,region_29,Master's & above,m,sourcing,1,40,3.0,12,0,0,82,0
62631,Operations,region_22,Bachelor's,f,other,1,32,3.0,6,0,0,72,1
44048,Sales & Marketing,region_26,Bachelor's,m,other,1,48,5.0,8,0,0,48,0
13334,Operations,region_22,Master's & above,f,other,2,30,5.0,4,0,0,78,1
62977,Operations,region_22,Bachelor's,m,other,1,40,5.0,7,1,0,59,0
33729,Technology,region_26,Bachelor's,f,sourcing,1,31,3.0,4,0,0,80,0
14181,Procurement,region_2,Bachelor's,m,other,1,24,,1,1,1,94,1
36482,Analytics,region_12,Bachelor's,m,other,1,28,4.0,1,0,0,86,0
56476,Operations,region_14,Bachelor's,f,other,1,28,1.0,3,1,0,62,0
38977,Analytics,region_22,Bachelor's,m,sourcing,1,26,2.0,2,0,0,86,0
26758,Operations,region_15,,m,other,1,34,3.0,7,0,0,55,0
27516,Analytics,region_31,Bachelor's,m,sourcing,2,31,3.0,3,0,0,89,0
46594,Technology,region_7,Master's & above,f,other,2,48,3.0,16,0,0,77,0
70132,Sales & Marketing,region_8,Bachelor's,m,other,1,30,1.0,4,1,0,52,0
59595,Legal,region_11,Bachelor's,m,sourcing,1,30,3.0,2,0,0,59,0
33649,Sales & Marketing,region_20,Bachelor's,m,other,1,27,5.0,4,1,0,49,0
66739,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,35,4.0,9,0,0,54,0
16056,Analytics,region_22,Bachelor's,m,other,1,35,2.0,7,0,0,80,0
77235,Operations,region_2,Bachelor's,f,other,1,31,1.0,5,1,0,62,0
30920,Technology,region_4,Bachelor's,m,other,1,31,3.0,8,0,0,79,0
9235,Sales & Marketing,region_2,Bachelor's,m,other,1,30,3.0,5,0,0,47,0
64542,Operations,region_22,Bachelor's,m,other,1,30,3.0,4,1,1,59,1
52288,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,39,3.0,10,0,0,49,0
24676,Analytics,region_22,Bachelor's,m,referred,2,27,,1,1,0,87,0
58900,Finance,region_22,Bachelor's,m,other,1,28,2.0,6,0,0,59,0
51247,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,44,2.0,5,1,0,52,0
46108,Sales & Marketing,region_15,,m,other,1,31,5.0,5,0,0,52,0
33002,Procurement,region_2,Master's & above,m,other,1,42,2.0,6,0,0,69,0
73805,Technology,region_2,Bachelor's,f,sourcing,1,37,5.0,10,0,0,79,0
27207,Technology,region_19,Bachelor's,m,other,1,38,4.0,3,0,0,78,0
66364,Sales & Marketing,region_14,Bachelor's,m,other,1,28,1.0,3,0,0,49,0
64850,Sales & Marketing,region_15,Bachelor's,m,other,2,35,3.0,8,0,0,52,0
34451,Procurement,region_16,Bachelor's,f,other,1,59,3.0,16,0,0,69,0
8094,Analytics,region_7,,m,other,1,39,2.0,5,0,0,82,0
19680,Operations,region_22,Bachelor's,m,sourcing,1,27,4.0,5,1,0,75,1
62205,Technology,region_22,Bachelor's,f,other,1,34,2.0,2,0,0,77,0
9370,Sales & Marketing,region_7,,m,sourcing,1,40,5.0,5,1,0,48,0
65377,Analytics,region_7,Bachelor's,f,other,1,29,5.0,5,1,0,84,0
74748,HR,region_2,Bachelor's,m,sourcing,1,35,4.0,3,1,0,50,0
62508,Sales & Marketing,region_7,Master's & above,m,sourcing,1,34,1.0,7,1,0,48,1
40788,R&D,region_7,Master's & above,m,other,1,31,3.0,2,0,0,82,0
30228,Sales & Marketing,region_31,Bachelor's,f,other,1,27,5.0,3,0,0,48,0
52144,Sales & Marketing,region_25,Bachelor's,m,other,3,30,1.0,3,0,0,51,0
5825,Procurement,region_7,Master's & above,f,sourcing,1,55,1.0,25,0,0,74,0
47297,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,44,3.0,11,0,0,51,0
67628,Technology,region_2,Master's & above,f,other,1,45,3.0,15,1,0,77,0
61289,Analytics,region_27,Bachelor's,m,other,1,27,4.0,2,0,0,82,0
19004,Technology,region_7,Master's & above,m,referred,1,33,4.0,10,1,0,83,0
39430,Sales & Marketing,region_16,Master's & above,m,other,1,45,5.0,5,1,0,51,1
32862,Analytics,region_11,Bachelor's,m,sourcing,1,27,4.0,4,1,1,89,0
4456,Analytics,region_26,Bachelor's,m,other,1,27,,1,1,1,86,0
49743,Finance,region_2,Master's & above,m,other,1,38,3.0,6,0,0,57,0
59914,HR,region_4,Bachelor's,f,other,1,29,5.0,5,1,0,48,0
68367,Analytics,region_13,Bachelor's,m,sourcing,2,44,3.0,18,0,0,85,0
20328,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,31,2.0,5,0,0,45,0
45731,Sales & Marketing,region_24,Bachelor's,m,sourcing,2,30,3.0,6,0,0,53,0
3200,Operations,region_26,Bachelor's,m,other,1,44,3.0,13,0,0,56,0
3748,Sales & Marketing,region_5,Bachelor's,m,other,1,42,3.0,16,0,0,48,0
75889,Technology,region_26,Master's & above,m,sourcing,1,42,1.0,4,0,0,80,0
4142,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,37,4.0,7,0,0,49,0
55761,Operations,region_2,Bachelor's,m,other,1,30,5.0,5,0,0,57,0
38328,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,54,5.0,16,1,0,47,0
58676,Sales & Marketing,region_30,Bachelor's,m,other,1,34,2.0,6,0,0,45,0
18129,Procurement,region_4,Bachelor's,f,sourcing,1,30,4.0,4,0,0,66,0
10485,Sales & Marketing,region_13,Bachelor's,m,other,1,49,3.0,5,0,0,50,0
58273,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,35,5.0,6,1,0,55,0
51867,Technology,region_26,Bachelor's,f,other,1,28,1.0,4,0,0,82,0
42834,Technology,region_13,Bachelor's,m,sourcing,1,27,3.0,7,0,0,75,0
58523,Sales & Marketing,region_34,Bachelor's,m,other,1,32,1.0,4,0,0,45,0
37505,Operations,region_26,Bachelor's,m,other,1,33,3.0,4,0,0,55,0
58286,Analytics,region_22,Bachelor's,m,sourcing,3,28,1.0,2,0,0,98,1
21441,Sales & Marketing,region_28,Master's & above,m,sourcing,1,31,4.0,4,1,0,52,1
44139,Operations,region_26,Bachelor's,m,sourcing,1,45,5.0,4,0,0,60,0
13271,Operations,region_30,Bachelor's,m,other,1,31,,1,1,0,62,0
4900,Procurement,region_7,Master's & above,m,other,1,53,3.0,11,0,0,67,0
65822,Technology,region_20,Bachelor's,m,other,1,33,4.0,7,0,0,83,0
15649,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,29,3.0,2,0,0,63,1
3061,Sales & Marketing,region_26,Bachelor's,m,other,1,33,4.0,6,0,0,48,0
24940,Sales & Marketing,region_2,Bachelor's,m,other,1,31,5.0,4,0,0,50,0
40295,R&D,region_11,Bachelor's,m,other,2,27,1.0,3,0,0,85,0
53604,Sales & Marketing,region_4,Master's & above,m,sourcing,1,31,5.0,7,1,0,47,1
20735,Sales & Marketing,region_2,Bachelor's,m,referred,2,31,5.0,6,0,0,48,0
39507,Procurement,region_2,Master's & above,f,other,1,43,5.0,10,1,0,71,0
13105,Technology,region_16,Below Secondary,f,referred,1,23,,1,1,0,77,0
39005,Sales & Marketing,region_22,Bachelor's,m,other,3,35,3.0,6,0,0,50,0
73416,Sales & Marketing,region_4,Master's & above,m,other,2,40,3.0,7,1,0,50,1
62469,Technology,region_22,Master's & above,m,referred,2,36,4.0,3,0,0,76,0
2714,Sales & Marketing,region_17,Bachelor's,m,other,1,36,3.0,7,1,1,49,0
59698,Procurement,region_10,Master's & above,f,other,1,31,1.0,3,0,0,68,0
45379,Sales & Marketing,region_2,Bachelor's,m,referred,1,37,5.0,7,1,0,49,0
52026,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,44,2.0,4,0,0,48,0
62829,Sales & Marketing,region_13,Bachelor's,m,other,2,26,3.0,4,0,0,50,0
27640,HR,region_22,Bachelor's,m,sourcing,1,29,5.0,2,0,0,46,0
36571,Sales & Marketing,region_13,,m,sourcing,1,23,,1,0,0,51,0
52370,Procurement,region_7,Master's & above,f,sourcing,1,45,3.0,3,0,0,69,0
8492,Operations,region_27,Bachelor's,f,other,1,32,4.0,4,1,0,56,0
8144,Sales & Marketing,region_12,Bachelor's,m,other,1,41,1.0,7,0,0,46,0
40908,Legal,region_2,Bachelor's,m,other,1,32,3.0,2,0,0,59,0
35988,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,5.0,4,0,0,64,1
13566,Operations,region_11,Bachelor's,m,sourcing,1,34,3.0,3,0,0,55,0
32798,Analytics,region_22,Bachelor's,m,sourcing,1,27,5.0,2,0,0,84,0
65501,Operations,region_31,Master's & above,m,other,1,38,4.0,10,0,0,64,0
27238,Sales & Marketing,region_33,Bachelor's,f,sourcing,1,31,3.0,9,0,0,51,0
56142,Sales & Marketing,region_10,Master's & above,m,sourcing,3,32,3.0,2,0,0,48,0
43317,Procurement,region_2,Bachelor's,m,sourcing,3,33,3.0,2,1,0,69,0
34267,Technology,region_6,Bachelor's,f,other,1,26,3.0,3,0,0,76,0
55519,Technology,region_7,Bachelor's,f,other,1,26,4.0,5,1,0,81,0
67114,Sales & Marketing,region_14,Master's & above,m,other,1,45,3.0,7,0,0,54,0
25015,Procurement,region_23,Bachelor's,m,other,1,35,3.0,8,1,0,69,1
15429,Sales & Marketing,region_13,,m,sourcing,1,31,5.0,2,0,0,48,0
68642,Analytics,region_26,Bachelor's,m,sourcing,3,31,4.0,4,0,0,89,0
2634,Sales & Marketing,region_7,Master's & above,m,sourcing,1,29,3.0,2,0,0,50,0
44341,Sales & Marketing,region_21,Bachelor's,f,sourcing,1,31,5.0,5,1,0,48,0
24943,R&D,region_29,Bachelor's,m,sourcing,1,32,2.0,5,0,0,81,0
64576,Finance,region_28,Master's & above,m,other,2,39,5.0,3,1,0,65,0
53057,Sales & Marketing,region_7,Master's & above,m,other,1,31,5.0,5,0,0,54,0
57038,Operations,region_22,Bachelor's,m,sourcing,1,30,3.0,5,1,0,59,0
31632,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,30,2.0,4,0,0,60,1
21428,Procurement,region_5,Bachelor's,m,sourcing,3,35,3.0,7,0,0,69,0
50737,Technology,region_2,Master's & above,f,other,2,44,3.0,13,0,0,80,0
46767,Analytics,region_22,Bachelor's,m,other,2,29,5.0,5,0,0,83,0
39211,Sales & Marketing,region_7,Bachelor's,m,other,1,42,5.0,3,1,0,48,0
12602,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,3.0,4,0,0,53,0
68031,Legal,region_22,Bachelor's,m,sourcing,1,37,4.0,6,0,0,55,0
40643,Operations,region_22,Bachelor's,m,sourcing,1,47,3.0,19,0,0,67,0
70035,Procurement,region_17,Bachelor's,m,other,1,41,5.0,4,1,0,69,1
72865,Operations,region_2,Bachelor's,m,sourcing,2,35,3.0,3,0,0,58,0
30726,Finance,region_15,Bachelor's,m,sourcing,1,36,3.0,5,0,0,69,1
16328,Analytics,region_22,Bachelor's,m,sourcing,1,26,4.0,3,1,0,81,0
7027,Technology,region_17,Bachelor's,m,sourcing,1,27,,1,1,0,79,0
53572,Analytics,region_28,Bachelor's,m,other,1,31,3.0,6,1,0,87,0
6402,Sales & Marketing,region_26,Master's & above,m,other,1,41,5.0,14,1,0,45,1
37196,Procurement,region_27,Master's & above,f,other,1,34,4.0,4,0,0,67,0
24272,R&D,region_4,Master's & above,m,other,1,36,3.0,6,0,0,81,0
22991,Technology,region_20,Bachelor's,m,other,1,28,3.0,2,0,0,82,0
49487,Sales & Marketing,region_14,Bachelor's,m,other,2,29,2.0,6,0,0,50,0
71863,Finance,region_26,Bachelor's,m,sourcing,1,30,3.0,6,0,0,64,0
